"","Year","Hospital.Name","Hospital.County","Cesarean Births","Forceps Delivery","Total Births","Low/Outlet Forceps Delivery","Mid Forceps Delivery","Internal Fetal Monitoring","External Fetal Monitoring","Induction - Artificial Rupture of Membranes","Induction - Medicinal","Augmented Labor","Analgesia","Attended by Licensed Midwife","Vaginal Births","Vaginal Birth After Prior Cesarean","Total Births After Prior Cesarean","Breech Births Delivered Vaginally","Episiotomy","General Anesthesia (Vaginal)","Spinal Anesthesia (Vaginal)","Epidural Anesthesia","Local/Other Anesthesia","Paracervical Anesthesia","Pudendal Anesthesia","Primary Cesarean","Repeat Cesarean","General Anesthesia (Cesarean)","Spinal Anesthesia (Cesarean)","Epidural/Local Anesthesia","Fed Any Breast Milk","Fed Exclusively Breast Milk","Breast Fed Infants Supplemented w/Formula","X","ID","State","lon","lat"
"1160","2016","Brooklyn Hospital Center - Downtown Campus","KINGS",899,3,2151,NA,NA,0,2108,66,74,11,NA,0,1252,18,462,2,103,2,18,720,155,0,1,455,444,83,588,213,1833,229,1604,14,14," NY",-73.9780268,40.6909388
"1161","2016","Coney Island Hospital","KINGS",428,0,1226,NA,NA,238,1158,118,142,244,NA,614,798,27,203,1,124,2,4,448,161,0,0,252,176,20,298,109,1005,277,728,26,26," NY",-73.9648753,40.5855566
"1162","2016","Kings County Hospital Center","KINGS",714,2,2112,NA,NA,426,2045,889,534,652,NA,315,1397,74,305,5,77,2,33,738,264,0,0,483,231,54,382,270,1619,300,1319,49,49," NY",-73.9447005,40.6565954
"1163","2016","Lutheran Medical Center","KINGS",1285,0,3878,NA,NA,10,3834,1372,916,1138,NA,143,2593,101,733,5,426,5,126,1783,380,0,2,653,632,34,920,330,2807,965,1842,58,58," NY",-74.0209235,40.6466634
"1164","2016","New York Methodist Hospital","KINGS",1897,8,5729,NA,NA,527,5173,1288,722,1124,NA,941,3832,84,872,12,306,6,897,1789,411,0,1,1109,788,40,1522,323,4852,3220,1632,76,76," NY",-73.9791299,40.6678362
"1165","2016","Wyckoff Heights Medical Center","KINGS",507,1,1402,NA,NA,156,1369,403,372,734,NA,13,895,40,314,4,16,2,11,558,45,0,0,233,274,37,377,91,1057,172,885,145,145," NY",-73.9174728,40.7042422
"1166","2016","University Hospital of Brooklyn","KINGS",537,0,1184,NA,NA,5,1078,58,133,156,NA,1,647,5,219,0,98,1,124,317,68,0,0,323,214,36,403,85,685,217,468,136,136," NY",-73.9453265,40.6549969
"1167","2016","New York Downtown Hospital","NEW YORK",955,4,3067,NA,NA,2,2970,734,432,293,NA,353,2112,44,340,4,310,0,22,1542,406,0,2,659,296,13,598,343,2453,1887,566,74,74," NY",-74.0072917,40.710394
"1168","2016","Bellevue Hospital Center","NEW YORK",434,4,1421,NA,NA,74,1179,255,457,330,NA,492,987,48,249,2,39,4,22,607,131,0,0,233,201,28,110,274,1116,853,263,7,7," NY",-73.9762044,40.7396865
"1169","2016","Beth Israel Medical Center/Petrie Campus","NEW YORK",725,24,3369,NA,NA,191,2865,422,632,751,NA,376,2644,82,378,7,146,2,6,1744,399,0,0,429,296,31,386,296,2975,1246,1729,9,9," NY",-73.9825649,40.7333501
"1170","2016","Harlem Hospital Center","NEW YORK",364,0,958,NA,NA,56,882,64,138,192,NA,0,594,16,182,2,42,36,1,328,50,0,0,198,166,41,212,106,701,139,562,43,43," NY",-73.9395087,40.8143104
"1171","2016","Lenox Hill Hospital","NEW YORK",1594,33,4058,NA,NA,149,4013,6,958,969,NA,0,2464,23,612,2,492,6,128,1889,52,0,0,1005,589,58,1092,432,3297,2750,547,53,53," NY",-73.9609812,40.7739364
"1172","2016","Metropolitan Hospital Center","NEW YORK",254,9,946,NA,NA,213,885,135,158,341,NA,231,692,33,147,3,46,13,16,366,117,0,1,140,114,18,158,74,655,423,232,66,66," NY",-73.9443993,40.7848889
"1173","2016","Mount Sinai Hospital","NEW YORK",2576,215,7891,NA,NA,141,7829,1234,2242,1897,NA,429,5315,302,1185,40,761,10,182,4414,381,0,2,1693,883,96,1471,999,6627,2411,4216,70,70," NY",-73.9524454,40.7899484
"1174","2016","NYU Hospitals Center","NEW YORK",1709,143,5917,NA,NA,0,5911,2154,1340,2896,NA,0,4208,304,797,18,458,0,10,3393,398,0,6,1216,493,42,493,1172,5143,4724,419,88,88," NY",-73.9815497,40.7459158
"1175","2016","New York Presbyterian Hospital - New York Weill Cornell Center","NEW YORK",1990,16,5357,NA,NA,25,1134,111,121,21,NA,0,3367,62,522,10,17,1,22,3277,23,0,0,1530,460,10,1651,318,5142,3885,1257,79,79," NY",-73.9542869,40.7643076
"1176","2016","New York Presbyterian Hospital - Columbia Presbyterian Center","NEW YORK",1781,35,4628,NA,NA,185,4119,1022,1172,371,NA,0,2847,68,742,9,61,4,29,2505,105,0,0,1107,674,81,1262,423,3949,1252,2697,78,78," NY",-73.9441736,40.8417607
"1177","2016","St Lukes Roosevelt Hospital Center - Roosevelt Hospital Division","NEW YORK",1370,35,4970,NA,NA,155,4726,99,1304,1488,NA,460,3600,4,443,13,124,11,2099,360,356,0,0,931,439,26,1125,183,4459,3405,1054,124,124," NY",-73.961459,40.8054014
"1178","2016","Elmhurst Hospital Center","QUEENS",863,24,2782,NA,NA,65,2618,736,674,348,NA,392,1919,94,570,13,53,6,20,1252,252,0,0,387,476,18,568,271,2295,360,1935,34,34," NY",-73.8860322,40.7446774
"1179","2016","Flushing Hospital Medical Center","QUEENS",1131,6,3105,NA,NA,2,3084,295,501,1011,NA,1,1974,67,635,6,158,2,55,1275,371,0,0,563,568,37,844,246,2271,1355,916,37,37," NY",-73.8167251,40.7556511
"1180","2016","Jamaica Hospital Medical Center","QUEENS",921,1,2257,NA,NA,1,2237,230,118,341,NA,420,1336,37,454,5,47,2,14,659,175,0,1,504,417,74,665,173,1881,1645,236,48,48," NY",-73.8167613,40.7010611
"1181","2016","Long Island Jewish Medical Center","QUEENS",3045,32,9078,NA,NA,1546,9034,2493,2287,3021,NA,3,6033,213,1560,18,1180,17,44,4660,764,0,3,1698,1347,146,2078,810,6757,2733,4024,57,57," NY",-73.7069314,40.7555112
"1182","2016","Queens Hospital Center","QUEENS",578,7,1659,NA,NA,256,1609,53,429,577,NA,0,1081,40,316,4,76,1,9,479,405,0,0,302,276,24,441,102,1193,903,290,99,99," NY",-73.8045894,40.7169282
"1183","2016","St Johns Episcopal Hospital So Shore","QUEENS",244,0,663,NA,NA,3,657,11,100,125,NA,7,419,22,159,0,57,0,1,136,59,0,0,107,137,12,204,27,504,161,343,121,121," NY",-73.7548578,40.5986319
"1184","2016","New York Hospital Medical Center   of Queens","QUEENS",1422,28,4343,NA,NA,349,4216,1187,16,909,NA,0,2921,39,718,5,1287,9,36,2226,448,1,0,743,679,32,894,494,3036,713,2323,75,75," NY",-73.8254109,40.7454597
"1185","2016","Forest Hills Hospital","QUEENS",688,3,1748,NA,NA,123,1718,87,259,266,NA,69,1060,28,320,7,329,4,8,780,99,0,0,396,292,26,400,256,1549,433,1116,38,38," NY",-73.8448469,40.718106
"1186","2016","Woodhull Medical & Mental Health Center","KINGS",474,4,1546,NA,NA,422,1414,69,326,258,NA,1009,1072,35,229,6,37,17,3,491,231,0,0,280,194,26,298,147,1382,456,926,144,144," NY",-73.9430003,40.6994152
"1187","2016","Richmond University Medical Center","RICHMOND",1417,0,2951,NA,NA,3,1507,1637,306,0,NA,6,1534,4,594,8,801,7,800,606,24,0,0,827,590,34,1264,109,1877,769,1108,101,101," NY",-74.1059933,40.6357678
"1188","2016","Staten Island University Hosp-North","RICHMOND",587,5,2906,NA,NA,4,2859,10,599,414,NA,26,2319,141,449,9,180,3,10,1798,126,0,0,279,308,25,424,136,2274,638,1636,128,128," NY",-74.1502007,40.5795317
"1189","2016","Montefiore Med Center - Jack D Weiler Hosp of A Einstein College Div","BRONX",1450,3,3984,NA,NA,2,3970,900,488,1001,NA,4,2534,146,797,9,51,4,167,1619,84,0,0,799,651,49,854,545,3215,715,2500,68,68," NY",-73.8460728,40.8486869
"1190","2016","Millard Fillmore Suburban Hospital","ERIE",950,73,2684,73,0,430,2643,458,817,687,245,0,1734,45,500,3,195,4,2,1485,131,0,0,495,455,79,658,212,2114,1589,525,67,67," NY",-78.7301975,42.993969
"1191","2016","New York Presbyterian Hospital - Allen Pavilion","NEW YORK",664,5,2052,NA,NA,101,1378,324,408,391,NA,2,1388,23,306,1,85,5,23,1066,87,0,1,381,283,23,338,292,2026,278,1748,77,77," NY",-73.9148792,40.8730577
"1192","2017","Albany Medical Center Hospital","ALBANY",899,23,2068,23,0,149,2049,451,617,377,1892,1,1169,79,447,15,71,5,64,864,75,0,1,531,368,75,655,168,1313,676,637,2,2," NY",-73.7771411,42.6536483
"1193","2017","St Peters Hospital","ALBANY",947,12,2931,11,1,45,2896,137,572,766,165,511,1982,87,517,4,78,0,8,1229,222,0,0,517,430,23,703,218,2312,1765,547,126,126," NY",-73.8038346,42.6559038
"1194","2017","Memorial Hosp of Wm F & Gertrude F Jones A/K/A Jones Memorial Hosp","ALLEGANY",135,0,362,0,0,4,287,24,128,154,108,69,227,2,76,1,2,0,0,111,22,0,0,61,74,9,117,9,251,162,89,63,63," NY",-77.9505441,42.1224097
"1195","2017","Our Lady of Lourdes Memorial Hospital Inc","BROOME",245,2,960,2,0,27,950,127,129,187,634,116,714,0,136,2,28,3,3,277,142,0,0,109,136,7,209,29,796,722,74,94,94," NY",-75.9362283,42.0915013
"1196","2017","United Health Services Hospitals Inc. - Wilson Medical Center","BROOME",537,5,1611,5,0,21,1597,208,410,233,844,9,1073,31,314,5,85,7,7,525,194,0,0,254,283,17,448,71,1100,995,105,133,133," NY",-75.9583893,42.1142391
"1197","2017","Olean General Hospital","CATTARAUGUS",190,3,663,3,0,42,636,269,184,123,180,350,470,5,106,1,59,0,6,304,34,0,0,89,101,7,157,24,515,453,62,89,89," NY",-78.4277827,42.0902702
"1198","2017","Auburn Memorial Hospital","CAYUGA",114,0,413,0,0,25,409,136,67,76,180,296,299,0,46,0,4,0,0,134,15,0,0,68,46,3,100,10,320,262,58,5,5," NY",-76.5660529,42.9317335
"1199","2017","Arnot Ogden Medical Center","CHEMUNG",351,0,1209,0,0,178,1133,12,362,204,1081,595,856,30,209,5,11,4,3,577,2,0,0,172,179,30,274,43,720,538,182,4,4," NY",-76.8268806,42.1009135
"1200","2017","Brooks Memorial Hospital","CHAUTAUQUA",161,0,395,0,0,0,362,166,74,55,315,0,234,4,89,1,29,0,12,138,12,0,0,76,85,17,120,24,251,202,49,15,15," NY",-79.334641,42.4799884
"1201","2017","Woman's Christian Association","CHAUTAUQUA",237,0,650,0,0,4,649,63,154,84,220,129,412,0,116,0,23,9,11,238,44,0,0,121,116,12,180,45,465,456,9,142,142," NY",-79.2336184,42.0915449
"1202","2017","Chenango Memorial Hospital Inc","CHENANGO",76,0,248,0,0,4,245,0,64,55,92,0,172,0,37,0,21,0,1,57,38,0,0,39,37,7,65,4,177,140,37,21,21," NY",-75.5278844,42.5411751
"1203","2017","Columbia Memorial Hospital","COLUMBIA",110,1,358,1,0,0,295,0,45,46,12,29,248,3,55,0,8,0,28,72,0,0,0,58,52,2,76,28,266,202,64,23,23," NY",-73.7796082,42.2463701
"1204","2017","Champlain Valley Physicians Hospital Medical Center","CLINTON",240,8,839,6,2,77,739,111,171,173,118,165,599,14,124,0,26,6,11,348,24,13,2,130,110,6,175,51,707,640,67,20,20," NY",-73.470012,44.7014924
"1205","2017","Cortland Regional Medical Center Inc","CORTLAND",116,0,416,0,0,10,406,28,108,64,148,52,300,0,66,2,22,0,11,183,5,0,0,50,66,7,85,24,304,263,41,28,28," NY",-76.187635,42.608842
"1206","2017","Vassar Brothers Medical Center","DUTCHESS",961,0,2453,0,0,214,2447,12,630,777,499,74,1492,60,481,2,270,0,2,1121,99,0,1,540,421,37,649,273,1815,1065,750,137,137," NY",-73.935626,41.6933485
"1207","2017","Northern Dutchess Hospital","DUTCHESS",296,1,895,0,1,6,854,84,124,119,381,381,597,4,129,1,15,1,75,143,20,0,0,171,125,1,249,44,768,693,75,85,85," NY",-73.9128078,41.9356016
"1208","2017","Women And Children's Hospital Of Buffalo","ERIE",1056,23,2789,18,5,127,2683,639,972,580,1417,31,1698,90,611,14,53,0,6,1109,154,0,0,535,521,194,668,186,1486,810,676,143,143," NY",-78.8751475,42.9098851
"1209","2017","Mercy Hospital","ERIE",825,6,2330,6,0,183,2311,160,582,977,496,675,1502,37,396,1,63,10,4,1070,261,0,0,466,359,63,523,239,1652,967,685,64,64," NY",-73.6314088,40.6874502
"1210","2017","Sisters of Charity Hospital","ERIE",1096,31,3474,31,0,416,3414,301,1045,1430,539,38,2373,122,643,19,207,2,14,1716,369,1,0,575,521,63,754,279,2042,1224,818,109,109," NY",-78.848085,42.9284109
"1211","2017","University Hospital","SUFFOLK",1542,2,3943,2,0,122,2998,230,565,867,455,548,2397,112,780,7,44,5,28,1917,100,0,0,874,668,35,950,539,2890,1716,1174,135,135," NY",-74.4802507,40.6794061
"1212","2017","Adirondack Medical Center-Saranac Lake Site","FRANKLIN",69,0,171,0,0,6,166,22,40,17,67,59,102,1,36,0,6,2,7,21,26,0,0,34,35,3,61,5,140,120,20,1,1," NY",-74.1312867,44.3294896
"1213","2017","Alice Hyde Medical Center","FRANKLIN",62,4,219,4,0,24,186,31,63,64,152,76,155,16,64,2,1,1,0,60,9,0,1,14,48,7,44,10,140,111,29,3,3," NY",-74.2999876,44.8554151
"1214","2017","Nathan Littauer Hospital","FULTON",114,0,382,0,0,3,380,18,75,79,149,194,267,0,71,1,20,1,2,105,48,0,0,43,71,6,103,4,264,244,20,73,73," NY",-74.3319185,43.0715875
"1215","2017","United Memorial Medical Center North Street Campus","GENESEE",194,0,575,0,0,15,486,68,121,120,90,239,381,1,79,1,21,1,3,192,5,1,4,116,78,15,130,45,400,374,26,134,134," NY",-78.1787505,43.0054757
"1216","2017","Samaritan Medical Center","JEFFERSON",432,7,1657,7,0,8,1634,0,461,253,812,383,1222,42,228,5,17,0,3,851,130,0,0,246,186,32,289,111,1156,845,311,105,105," NY",-75.9144928,43.9648367
"1217","2017","Carthage Area Hospital Inc","JEFFERSON",77,0,368,0,0,7,359,14,101,75,273,164,291,0,35,1,3,2,17,109,17,0,0,42,35,5,66,6,303,278,25,17,17," NY",-75.5940464,43.9871213
"1218","2017","Lewis County General Hospital","LEWIS",86,0,235,0,0,23,223,10,58,55,169,1,149,1,44,0,22,1,35,57,7,0,0,43,43,9,68,9,161,137,24,54,54," NY",-75.4995852,43.7958179
"1219","2017","Nicholas H Noyes Memorial Hospital","LIVINGSTON",102,0,319,0,0,9,255,2,78,54,247,186,217,0,60,0,16,0,1,109,2,0,0,42,60,5,83,13,231,171,60,82,82," NY",-77.699907,42.5528296
"1220","2017","Oneida Healthcare Center","MADISON",170,0,533,0,0,7,527,294,149,66,146,0,363,1,80,0,60,1,6,200,50,0,0,91,79,7,143,20,414,367,47,90,90," NY",-75.6537588,43.0775315
"1221","2017","Highland Hospital","MONROE",707,84,3063,83,1,310,2653,11,901,1126,2280,690,2352,133,456,17,38,1,4,1502,184,0,0,384,323,43,478,183,2595,1587,1008,44,44," NY",-77.6061769,43.1356875
"1222","2017","Rochester General Hospital","MONROE",734,4,2168,2,2,181,1692,15,647,722,1185,594,1424,51,399,2,53,1,2,1024,18,0,0,386,348,47,594,90,1386,766,620,102,102," NY",-77.5878398,43.1924948
"1223","2017","Strong Memorial Hospital","MONROE",1021,47,2889,43,4,376,1975,34,956,698,2577,3,1863,114,526,20,35,4,22,1381,44,0,0,609,412,127,716,176,1705,1022,683,130,130," NY",-77.6256413,43.122593
"1224","2017","The Unity Hospital of Rochester","MONROE",484,4,1437,4,0,186,1135,3,371,465,1186,15,949,42,269,4,41,0,2,651,0,0,0,257,227,26,370,88,1161,715,446,132,132," NY",-77.7052192,43.1925238
"1225","2017","St Marys Hospital at Amsterdam","MONTGOMERY",125,1,443,1,0,18,439,22,99,181,25,0,318,1,69,0,31,0,7,194,30,0,0,57,68,3,96,26,315,235,80,125,125," NY",-74.186919,42.9590091
"1226","2017","Winthrop-University Hospital","NASSAU",1980,26,4775,26,0,219,4762,1846,1052,1113,24,82,2795,82,999,8,576,8,64,2228,212,0,2,1063,917,28,1513,438,3449,1784,1665,141,141," NY",-73.643129,40.7407591
"1227","2017","Mercy Medical Center","NASSAU",371,0,891,0,0,30,457,88,147,166,49,5,520,3,185,0,162,7,1,358,77,0,0,189,182,21,289,61,636,223,413,65,65," NY",-73.6314088,40.6874502
"1228","2017","South Nassau Communities Hospital","NASSAU",805,0,1920,0,0,207,1275,358,364,522,113,75,1115,9,366,1,242,3,18,863,133,0,0,448,357,38,574,189,1523,1060,463,112,112," NY",-73.6304234,40.6518657
"1229","2017","Nassau University Medical Center","NASSAU",411,0,1317,0,0,370,1175,561,166,553,413,99,903,44,234,2,44,30,2,426,107,0,0,223,188,36,291,83,941,133,808,72,72," NY",-73.5540616,40.7272159
"1230","2017","North Shore University Hospital","NASSAU",2527,26,6596,24,2,575,6328,932,1604,1283,237,1,4063,88,1203,5,736,8,22,3367,249,0,0,1412,1115,81,1632,777,5056,1819,3237,84,84," NY",-73.7012035,40.7754975
"1231","2017","Eastern Niagara Hospital - Lockport Division","NIAGARA",142,0,303,0,0,0,295,15,31,83,103,0,161,0,76,1,65,0,3,40,26,1,1,66,76,7,125,8,170,137,33,30,30," NY",-78.6903098,43.1706128
"1232","2017","Niagara Falls Memorial Medical Center","NIAGARA",254,0,475,0,0,21,403,9,66,83,92,0,221,7,144,0,40,1,3,153,0,0,0,117,137,13,184,57,234,132,102,81,81," NY",-79.0495359,43.0934707
"1233","2017","Mount St Marys Hospital and Health Center","NIAGARA",125,1,315,1,0,8,302,9,78,103,93,0,190,1,67,1,11,0,1,136,9,0,0,59,66,5,86,34,219,140,79,71,71," NY",-79.0330756,43.1537841
"1234","2017","Rome Memorial Hospital, Inc","ONEIDA",176,0,561,0,0,101,444,1,166,159,438,0,385,3,79,0,30,2,1,205,23,0,0,100,76,14,139,22,400,331,69,NA,NA,NA,NA,NA
"1235","2017","Faxton-St Lukes Healthcare St Lukes Division","ONEIDA",731,1,1854,0,1,123,1764,141,333,273,538,0,1123,6,391,6,168,1,40,654,102,0,0,346,385,27,580,122,1225,663,562,36,36," NY",-75.2766254,43.096879
"1236","2017","Community-General Hospital of Greater Syracuse","ONONDAGA",270,0,898,0,0,0,887,28,179,337,516,478,627,17,148,3,37,0,24,336,7,0,0,139,131,10,240,20,633,571,62,25,25," NY",-76.1474244,43.0481221
"1237","2017","St Josephs Hospital Health Center","ONONDAGA",628,0,2056,0,0,48,2032,60,434,328,1036,218,1425,2,302,3,59,13,4,744,345,0,0,328,300,32,521,74,1540,1431,109,122,122," NY",-75.9689088,41.1438275
"1238","2017","Crouse Hospital","ONONDAGA",1388,2,3790,1,1,764,3766,23,1124,1127,1217,207,2400,116,763,20,165,4,5,1361,480,0,15,741,647,94,1108,186,2403,1385,1018,29,29," NY",-76.138599,43.0414634
"1239","2017","F F Thompson Hospital","ONTARIO",138,10,633,10,0,9,620,38,184,165,397,205,494,24,91,4,13,0,0,267,57,0,0,71,67,8,102,28,517,411,106,35,35," NY",-77.28973,42.876232
"1240","2017","St Luke's Cornwall Hospital/Newburgh","ORANGE",327,0,928,0,0,21,899,115,348,554,321,67,601,32,166,5,129,1,112,206,40,0,0,193,134,17,261,49,636,242,394,123,123," NY",-74.0149005,41.5037064
"1241","2017","Orange Regional Medical Center-Goshen Campus","ORANGE",697,0,2016,0,0,8,392,36,468,659,433,9,1315,40,381,1,66,4,20,841,223,0,0,356,341,40,542,78,1462,848,614,91,91," NY",-74.3218124,41.3892711
"1242","2017","St Anthony Community Hospital","ORANGE",140,0,357,0,0,18,355,179,146,219,27,0,217,1,71,0,45,0,0,164,42,0,0,70,70,5,98,37,300,236,64,115,115," NY",-74.357556,41.2612731
"1243","2017","Oswego Hospital","OSWEGO",161,0,506,0,0,78,496,152,124,123,233,107,344,13,81,1,32,1,1,162,54,0,0,93,68,19,123,19,318,249,69,93,93," NY",-76.5163805,43.4537948
"1244","2017","Mary Imogene Bassett Hospital","OTSEGO",272,1,1020,1,0,207,1016,6,262,381,792,394,748,23,150,1,30,1,78,353,136,0,7,145,127,15,211,46,834,622,212,60,60," NY",-74.9235838,42.6956943
"1245","2017","Putnam Hospital Center","PUTNAM",164,0,378,0,0,53,339,74,165,96,275,109,214,5,66,0,75,1,42,121,20,0,0,103,61,1,153,10,316,273,43,98,98," NY",-73.6631781,41.3835529
"1246","2017","Samaritan Hospital","RENSSELAER",241,2,961,2,0,42,956,72,196,116,626,275,720,21,142,0,42,3,9,359,76,0,0,120,121,10,200,29,729,653,76,104,104," NY",-73.6720969,42.7336275
"1247","2017","Nyack Hospital","ROCKLAND",516,1,1883,1,0,26,1852,136,247,324,347,612,1367,68,332,1,64,3,41,602,273,0,0,252,264,21,386,107,1497,424,1073,87,87," NY",-73.9260511,41.0958962
"1248","2017","Good Samaritan Hospital of Suffern","ROCKLAND",306,2,2738,1,1,55,2633,89,333,378,478,328,2360,113,234,2,183,3,5,1522,222,0,0,186,120,7,199,97,2326,1010,1316,42,42," NY",-74.1339973,41.1114834
"1249","2017","Claxton-Hepburn Medical Center","ST LAWRENCE",68,0,153,0,0,7,153,14,35,18,49,0,85,4,39,0,17,1,3,40,12,0,3,33,35,8,58,2,105,82,23,22,22," NY",-75.4995175,44.6912242
"1250","2017","Massena Memorial Hospital","ST LAWRENCE",72,0,195,0,0,0,182,14,39,25,49,59,122,4,46,0,0,0,1,30,5,0,0,30,42,7,61,3,127,101,26,61,61," NY",-74.9090203,44.9361552
"1251","2017","Canton-Potsdam Hospital","ST LAWRENCE",233,4,484,4,0,5,480,37,96,119,158,22,249,0,126,1,57,0,6,123,66,0,1,107,126,17,209,7,361,264,97,16,16," NY",-74.9825672,44.6764714
"1252","2017","Saratoga Hospital","SARATOGA",236,0,743,0,0,12,728,30,115,112,63,134,507,1,116,2,82,1,17,352,10,0,0,121,115,5,166,62,643,512,131,106,106," NY",-73.7976256,43.0862373
"1253","2017","Ellis Hospital - Bellevue Woman's Care Center Division","SCHENECTADY",793,12,2503,10,2,2,2440,759,675,416,1875,200,1704,41,407,0,92,0,614,725,71,0,0,427,366,1,386,401,2015,1441,574,33,33," NY",-73.8810494,42.7924655
"1254","2017","Corning Hospital","STEUBEN",172,4,571,4,0,31,501,18,123,164,471,0,399,0,83,0,29,5,3,272,23,0,0,89,83,7,122,42,440,375,65,27,27," NY",-77.0546903,42.1428521
"1255","2017","Southampton Hospital","SUFFOLK",231,8,727,8,0,10,651,14,150,165,70,30,496,4,121,1,98,0,2,268,73,0,4,114,117,4,177,41,630,320,310,113,113," NY",-72.3801804,40.8851774
"1256","2017","Huntington Hospital","SUFFOLK",560,10,1414,10,0,99,1300,189,311,289,146,179,854,17,289,2,78,7,11,579,66,1,18,288,272,14,361,179,1240,499,741,46,46," NY",-73.4164165,40.879622
"1257","2017","St Charles Hospital","SUFFOLK",572,3,1215,3,0,55,992,50,199,177,324,0,643,6,252,0,94,1,30,492,59,1,3,326,246,7,435,130,904,589,315,118,118," NY",-73.0609201,40.9466502
"1258","2017","Southside Hospital","SUFFOLK",1167,0,2579,0,0,299,2258,529,497,406,406,0,1412,0,646,4,365,4,16,803,146,0,0,521,646,33,948,172,2151,880,1271,114,114," NY",-73.241274,40.7255982
"1259","2017","Good Samaritan Hospital Medical Center","SUFFOLK",1283,11,2594,11,0,1,2584,147,674,901,2589,0,1310,28,605,5,338,1,33,1071,42,0,0,706,577,78,1002,201,1827,895,932,41,41," NY",-73.2943189,40.6940832
"1260","2017","Newark-Wayne Community Hospital","WAYNE",194,4,718,3,1,27,657,21,184,241,616,101,524,16,118,0,13,4,1,317,13,0,0,92,102,22,149,23,490,303,187,80,80," NY",-77.1020907,43.0605912
"1261","2017","Peconic Bay Medical Center","SUFFOLK",140,0,329,0,0,16,293,5,19,78,62,0,153,3,88,0,63,2,2,17,43,0,0,55,85,12,123,3,267,119,148,95,95," NY",-72.673446,40.9345059
"1262","2017","St Catherine of Siena Hospital","SUFFOLK",311,0,638,0,0,1,616,272,213,155,558,0,327,5,145,0,32,1,57,197,18,0,0,171,140,10,241,60,468,265,203,117,117," NY",-73.2231986,40.8683584
"1263","2017","Catskill Regional Medical Center","SULLIVAN",214,0,586,0,0,3,577,296,105,71,279,0,372,11,120,1,29,0,1,218,5,0,0,105,109,9,160,45,453,331,122,18,18," NY",-74.7372731,41.7093868
"1264","2017","Cayuga Medical Center at Ithaca","TOMPKINS",259,5,852,5,0,37,848,14,191,426,123,376,593,18,111,3,54,1,40,327,145,0,0,166,93,5,191,62,770,653,117,19,19," NY",-76.5380862,42.4688745
"1265","2017","Kingston Hospital","ULSTER",103,1,280,0,1,5,276,4,47,64,126,43,177,5,51,2,16,2,30,0,0,0,0,57,46,2,101,0,195,132,63,50,50," NY",-73.9973608,41.9270367
"1266","2017","Glens Falls Hospital","WARREN",360,0,1142,0,0,50,1131,1,299,378,606,707,782,1,172,0,17,1,103,360,1,0,0,189,171,10,279,68,886,684,202,40,40," NY",-73.6440058,43.3095164
"1267","2017","Hudson Valley Hospital Center","WESTCHESTER",183,0,770,0,0,22,537,92,166,108,298,379,587,30,122,0,75,14,9,209,76,0,0,91,92,4,127,45,685,580,105,45,45," NY",-73.892419,41.29265
"1268","2017","White Plains Hospital Center","WESTCHESTER",705,1,1890,1,0,31,1478,96,330,340,54,86,1183,9,296,0,476,3,109,817,136,0,0,418,287,6,573,124,1437,1180,257,140,140," NY",-73.768986,41.0260327
"1269","2017","Sound Shore Medical Center of Westchester","WESTCHESTER",348,0,937,0,0,143,655,96,140,210,78,0,588,3,175,0,183,9,8,239,160,0,0,176,172,9,301,34,789,213,576,111,111," NY",-73.7878157,40.912599
"1270","2017","SJRH - St Johns Division","WESTCHESTER",492,0,1154,0,0,41,1135,117,175,269,378,0,662,19,289,2,155,1,5,278,186,0,0,222,270,9,423,59,870,259,611,110,110," NY",-74.102728,40.8061405
